aut_ep_id,country_text_id,country_name,ep_start,ep_end,outcome_agg,prch,poly_start,poly_end,outcome_label,prch_label,bermeo_category_primary,bermeo_category_secondary,precise_start_date,precipitating_event,precise_end_date,consequential_events,description,source_url,source_quote,confidence,is_classified,bse_outcome_short,bse_ROW,bse_ERT_regime,bse_Polyarchy,bse_LibDem,bse_LibComp,funke_outcome_short,funke_spell_years,ddcg_outcome_label,ddcg_prch_label,ddcg_event_years
GUY_1968_1974,GUY,Guyana,1968,1974,3,0,0.407,0.294,Autocracy deepening,No,Strategic harassment,Election-day fraud,1968,"In the run-up to Guyana's 16 December 1968 general election, PM Forbes Burnham's PNC government, which controlled the electoral machinery, padded voter rolls and manipulated an opaque overseas/postal ballot process to manufacture a parliamentary majority despite Cheddi Jagan's PPP likely winning the domestic vote.",January 1969,The fraud handed the PNC 30 of 53 seats and its first outright majority; it was exposed in two Granada Television documentaries and set the template for further rigged elections that entrenched PNC one-party dominance through the 1970s.,"Guyana's 1968 election was rigged by the incumbent PNC through voter-roll padding and overseas-ballot manipulation, converting a likely loss into a majority and entrenching one-party rule.",https://en.wikipedia.org/wiki/1968_Guyanese_general_election,"""the PNC's victory was the result of fraud as the government had direct control of the elections""",Medium,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,Autocracy deepening,No,NA
GUY_2019_2025,GUY,Guyana,2019,2025,4,1,0.64,0.515,Ongoing,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,Ongoing,2021,NA,NA,202020212023,2023,Ongoing,NA,NA,NA,NA
HKG_2016_2025,HKG,Hong Kong,2016,2025,3,0,0.333,0.151,Autocracy deepening,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HND_1955_1955,HND,Honduras,1955,1955,3,0,0.136,0.136,Autocracy deepening,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HND_1973_1973,HND,Honduras,1973,1973,3,0,0.14,0.14,Autocracy deepening,No,Open-ended coup,NA,December 1972,"On 2 December 1972, General Oswaldo Lopez Arellano led a bloodless military coup that overthrew elected civilian President Ramon Ernesto Cruz, placing him under house arrest and ending Honduras's brief democratic interlude.",April 1975,"Lopez Arellano ruled by decree via a three-member military Defense Council; he was himself ousted in an internal military coup in April 1975 amid bribery allegations, with no return to elected civilian rule.",A bloodless military coup overthrew elected President Cruz and restored military rule; Lopez Arellano governed by decree until being removed in a subsequent internal military coup in April 1975.,https://en.wikipedia.org/wiki/1972_Honduran_coup_d'etat,"""General Oswaldo Lopez Arellano orchestrated the overthrow of President Ramon Ernesto Cruz's civilian administration""",High,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,Autocracy deepening,No,NA
HND_2006_2010,HND,Honduras,2006,2010,1,1,0.521,0.408,Democratic breakdown,Yes,Promissory coup,Open-ended coup,June 2009,"Acting on a sealed Supreme Court arrest warrant over President Manuel Zelaya's push for a referendum on a constitutional assembly, soldiers stormed the presidential residence on 28 June 2009, detained Zelaya, and flew him into exile.",January 2010,Congress installed its president Roberto Micheletti as interim leader and allowed the previously scheduled November 2009 elections to proceed; Porfirio Lobo won and was inaugurated January 2010.,"Honduras's Supreme Court and Congress, backed by the military, removed elected President Zelaya after he defied a court order barring a referendum; framed as defense of legality with a promise to hold elections, the episode concluded with Lobo's 2010 inauguration.",https://en.wikipedia.org/wiki/2009_Honduran_coup_d'etat,"""Honduras's 2011 Truth Commission concluded that...his removal was also illegal and constituted a coup.""",High,TRUE,Breakdown,2009,2009,20092010,200620092010,2010,Breakdown,NA,Democratic breakdown,Yes,NA
HRV_2013_2025,HRV,Croatia,2013,2025,4,1,0.828,0.686,Ongoing,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,Ongoing,NA,NA,NA,NA,NA,Ongoing,NA,NA,NA,NA
HTI_1992_1992,HTI,Haiti,1992,1992,3,0,0.18,0.18,Autocracy deepening,No,Open-ended coup,NA,"September 30, 1991","On the night of September 29-30, 1991, General Raoul Cedras and police chief Michel Francois led a military mutiny that attacked President Jean-Bertrand Aristide's residence, killed hundreds of civilians, and forced Aristide into exile.",Ongoing,The junta installed Joseph Nerette as provisional president October 1991 and through 1992 waged mass repression against Aristide supporters while resisting international sanctions.,"Following the 1991 coup that ousted elected President Aristide, the military junta under Cedras consolidated brutal repressive rule through 1992, killing and displacing thousands of Aristide supporters.",https://en.wikipedia.org/wiki/1991_Haitian_coup_d'etat,"""the armed forces find themselves obligated to assume the heavy responsibility to keep the ship of state afloat"" (Raoul Cedras)",High,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,Autocracy deepening,No,1991
HTI_2001_2004,HTI,Haiti,2001,2004,3,0,0.417,0.249,Autocracy deepening,No,Strategic harassment,Election-day fraud,February 2001,"Jean-Bertrand Aristide was inaugurated to a second term in February 2001 following flawed May 2000 elections and an opposition boycott of the November 2000 presidential race; his government ruled with no meaningful opposition, backed by armed pro-government gangs.","February 29, 2004","An armed rebellion seized Gonaives and advanced on Port-au-Prince; on February 29, 2004 US officials escorted Aristide out of the country, ending his presidency with an interim government installed.","Aristide's government, whose legitimacy was clouded by disputed 2000 elections, entrenched one-party dominance and used violence against opposition; a rebel uprising in 2004 forced his ouster.",https://en.wikipedia.org/wiki/2004_Haitian_coup_d'etat,"""the coup d'etat has been completed"" (Aristide's wife, per Rep. Maxine Waters)",Medium,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,Autocracy deepening,No,2000
HTI_2020_2025,HTI,Haiti,2020,2025,3,0,0.4,0.238,Autocracy deepening,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HUN_1919_1919,HUN,Hungary,1919,1919,3,0,0.162,0.162,Autocracy deepening,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HUN_1939_1945,HUN,Hungary,1939,1945,3,0,0.296,0.16,Autocracy deepening,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HUN_1947_1949,HUN,Hungary,1947,1949,3,0,0.211,0.122,Autocracy deepening,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HUN_2006_2025,HUN,Hungary,2006,2025,1,1,0.831,0.421,Democratic breakdown,Yes,Executive aggrandizement,Strategic harassment,April 2010,"In the April 2010 election, Viktor Orban's Fidesz won a two-thirds supermajority, used to draft a new Fundamental Law behind closed doors, debated for only nine days and passed on a party-line vote; the constitution took effect 1 January 2012.",Ongoing,"Over the following decade Fidesz redrew electoral districts, installed loyalists on media and courts, and transferred control of state universities to Orban-aligned foundations; Orban's 16-year rule ended when Fidesz lost the April 2026 election.","After winning a two-thirds supermajority, Orban's government rewrote Hungary's constitution and systematically weakened judicial independence, media pluralism, and electoral fairness through ostensibly legal institutional changes over more than a decade.",https://en.wikipedia.org/wiki/Viktor_Orban,"""the government drafted a new fundamental law 'behind closed doors, debated it for only nine days'""",High,TRUE,Breakdown,2018,2018,20182021,201820202023,NA,Breakdown,2010–2020,Democratic breakdown,Yes,NA
IDN_1957_1966,IDN,Indonesia,1957,1966,3,0,0.535,0.195,Autocracy deepening,No,Executive coup,Promissory coup,5 July 1959,"President Sukarno issued Presidential Decree No. 150 of 1959, unilaterally dissolving the elected Constituent Assembly and reinstating the powerful-executive 1945 Constitution, formally ending parliamentary democracy and launching ""Guided Democracy.""",11 March 1966,"After the failed 30 September Movement coup attempt against army generals (1 October 1965) was crushed by General Suharto, Sukarno signed the ""Supersemar"" order on 11 March 1966 transferring emergency powers to Suharto, who immediately banned the PKI; Suharto became acting president in March 1967 and full president in March 1968.","Sukarno's 1959 decree scrapped the elected Constituent Assembly in favor of a president-centric ""Guided Democracy,"" banning parties like Masyumi. This system collapsed in the crisis following the September 1965 attempted coup, which General Suharto exploited to sideline Sukarno via the March 1966 Supersemar transfer of power, ultimately installing himself as president by 1968.",https://en.wikipedia.org/wiki/Guided_Democracy_in_Indonesia; https://en.wikipedia.org/wiki/30_September_Movement,"""on 5 July 1959, Sukarno issued a decree...to reinstate the 1945 constitution and dissolving the Constitutional Assembly.""; ""Sukarno signed [Supersemar]...transferring authority to restore order to Major General Suharto.""",High,TRUE,NA,NA,NA,NA,NA,NA,NA,1945–1966,Autocracy deepening,No,NA
IDN_2009_2025,IDN,Indonesia,2009,2025,1,1,0.684,0.462,Democratic breakdown,Yes,Executive aggrandizement,Strategic harassment,September 2019,"On 17 September 2019, Indonesia's parliament, with President Jokowi's backing, passed a hastily deliberated revision to the KPK law that stripped the Corruption Eradication Commission of independent investigative authority.",October 2024,"In October 2023, the Constitutional Court chaired by Jokowi's brother-in-law carved out an age-limit exception letting Jokowi's son Gibran run for vice president; Prabowo-Gibran won the February 2024 election and were inaugurated October 2024.","Starting with the 2019 gutting of the KPK's independence and culminating in the 2023 court ruling clearing the way for Jokowi's son to become vice president, Indonesia's checking institutions were progressively hollowed out through nominally legal channels.",https://en.wikipedia.org/wiki/Corruption_Eradication_Commission,"""the revised bill would weaken the ability of the KPK to operate""",Medium,TRUE,Breakdown,NA,NA,NA,20222023,NA,Breakdown,2014–2020,Democratic breakdown,Yes,NA
IND_1971_1975,IND,India,1971,1975,1,1,0.618,0.39,Democratic breakdown,Yes,Executive coup,Executive aggrandizement,25 June 1975,"Following the Allahabad High Court's 12 June 1975 ruling that found PM Indira Gandhi guilty of electoral malpractice in her 1971 election and voided her seat, Gandhi had a national Emergency proclaimed just before midnight on 25 June 1975, suspending civil liberties and arresting opposition leaders within hours.",21 March 1977,"The Emergency, during which the press was censored and opposition figures jailed, was lifted on 21 March 1977 when Gandhi called fresh elections, in which her Congress party was defeated, restoring competitive politics.","PM Gandhi responded to a court ruling invalidating her own election by declaring a national Emergency, suspending constitutional protections and jailing opposition politicians for 21 months before losing the 1977 elections she called.",https://en.wikipedia.org/wiki/The_Emergency_(India),"""declared her election null and void and unseated her from her seat in the Lok Sabha""",High,TRUE,NA,NA,NA,NA,NA,NA,Breakdown,1966–1977,Democratic breakdown,Yes,NA
IND_2009_2025,IND,India,2009,2025,1,1,0.683,0.377,Democratic breakdown,Yes,Executive aggrandizement,Strategic harassment,May 2014,"Narendra Modi's BJP won an outright parliamentary majority in May 2014, beginning a trajectory that, especially after 2019 re-election, saw sedition/anti-terror laws and agencies increasingly deployed against opposition figures amid a reshaped pro-government media landscape.",Ongoing,"The August 2019 revocation of Jammu and Kashmir's special autonomy, and the 2018 Electoral Bonds funding scheme (struck down by the Supreme Court in February 2024), were landmark aggrandizing moves; V-Dem downgraded India to ""electoral autocracy"" in 2021.","Under Modi, India's elected executive progressively weakened checks through ostensibly legal means -- the Article 370 abrogation, capture of referee institutions, and opaque political financing -- ranking India among the most significant recent autocratizers.",https://en.wikipedia.org/wiki/Democratic_backsliding_in_India,"""India's 'referee institutions'...have been significantly weakened due to coercion and deference, patronage and interference.""",Medium,TRUE,Breakdown,2017,2017,2017201920202023,2017201820192023,NA,Breakdown,2014–2020,Democratic breakdown,Yes,NA
IRN_1953_1954,IRN,Iran,1953,1954,3,0,0.118,0.058,Autocracy deepening,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IRQ_1958_1968,IRQ,Iraq,1958,1968,3,0,0.154,0.056,Autocracy deepening,No,Open-ended coup,NA,14 July 1958,"On 14 July 1958, the Free Officers led by Brigadier Abd al-Karim Qasim overthrew and killed King Faisal II, Crown Prince Abd al-Ilah, and PM Nuri al-Said, ending the Hashemite monarchy and founding the Republic of Iraq.",17 July 1968,"After a further coup in November 1963 unseated Qasim's Ba'athist-Nasserist successors, a final coup on 17 July 1968 led by Ahmed Hassan al-Bakr seized key government and military installations, establishing the Revolutionary Command Council and inaugurating over three decades of Ba'ath Party rule.","Iraq's 1958-1968 decade was marked by a cascade of military coups d'etat, each replacing one authoritarian regime with another rather than restoring competitive politics.",https://en.wikipedia.org/wiki/14_July_Revolution; https://en.wikipedia.org/wiki/17_July_Revolution,"""On 14 July 1958, a group that identified as the Free Officers...overthrew the monarchy.""; ""a bloodless coup in Iraq"" led by Ahmed Hassan al-Bakr establishing the Iraqi Revolutionary Command Council",High,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,Autocracy deepening,No,NA
ITA_1921_1926,ITA,Italy,1921,1926,3,0,0.362,0.068,Autocracy deepening,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,1922–1943,NA,NA,NA
ITA_2019_2025,ITA,Italy,2019,2025,4,1,0.854,0.745,Ongoing,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,Ongoing,NA,NA,NA,NA,NA,Ongoing,2018–2020,NA,NA,NA
KGZ_2019_2025,KGZ,Kyrgyzstan,2019,2025,3,0,0.441,0.313,Autocracy deepening,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KHM_1970_1975,KHM,Cambodia,1970,1975,3,0,0.16,0.067,Autocracy deepening,No,Open-ended coup,Election-day fraud,March 1970,"On 18 March 1970, Cambodia's National Assembly voted to withdraw confidence in Head of State Prince Norodom Sihanouk while abroad, following orchestrated demonstrations and pressure from PM Lon Nol; Sihanouk was formally deposed and Lon Nol assumed emergency powers, founding the Khmer Republic.",April 1975,"Lon Nol's 1972 ""re-election"" as president amid widespread fraud allegations entrenched his one-man rule; the Khmer Republic collapsed when Khmer Rouge forces captured Phnom Penh on 17 April 1975, ending the republic.","The National Assembly ousted Sihanouk in March 1970 under military/elite pressure, and Lon Nol established the Khmer Republic, consolidating one-man rule through a fraud-tainted 1972 election before the republic's collapse to the Khmer Rouge in 1975.",https://en.wikipedia.org/wiki/1970_Cambodian_coup_d'etat,"""the Khmer Rouge on 17 April 1975, effectively ending the Cambodian Civil War""",High,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,Autocracy deepening,No,NA
KHM_2016_2025,KHM,Cambodia,2016,2025,3,0,0.275,0.183,Autocracy deepening,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KOR_1961_1962,KOR,South Korea,1961,1962,3,0,0.216,0.163,Autocracy deepening,No,Open-ended coup,Executive aggrandizement,May 1961,"In the early morning of 16 May 1961, Major General Park Chung-hee led military units to seize Seoul, dissolving the National Assembly, imposing martial law, and ousting the elected government of PM Chang Myon and President Yun Posun.",December 1962,"The junta's Supreme Council for National Reconstruction consolidated control and drafted a new constitution, approved in a referendum on 17 December 1962 with over 78% support, paving the way for Park to convert military rule into a tightly controlled presidency.","Park Chung-hee's May 1961 coup toppled South Korea's fledgling Second Republic democracy, replacing it with military rule; the junta engineered a new constitution via referendum to legitimize Park's continued dominance.",https://en.wikipedia.org/wiki/May_16_coup,"""He dissolved the National Assembly, imposed martial law, and formed the Supreme Council for National Reconstruction.""",High,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,Autocracy deepening,No,1961
KOR_2008_2014,KOR,South Korea,2008,2014,2,1,0.759,0.705,Democratic erosion,Yes,Strategic harassment,NA,December 2012,"In the run-up to the 19 December 2012 election, National Intelligence Service agents covertly posted online comments and coordinated conservative civic groups to boost ruling-party candidate Park Geun-hye and disparage rival Moon Jae-in.",2014,"A prosecutorial raid on NIS headquarters led to the indictment of NIS director Won Sei-hoon and Seoul's police chief for election interference, but Won's conviction came long after Park had already taken office.","South Korea's intelligence service illegally intervened in the 2012 presidential election to help the ruling-party candidate via covert online manipulation, revealing significant erosion in electoral fairness without a full authoritarian breakdown.",https://en.wikipedia.org/wiki/2012_NIS_public_opinion_manipulation_scandal,"""An agent surnamed Park who was on the NIS's psychological warfare team supported and supervised right-wing conservative organizations.""",Medium,TRUE,Erosion only,NA,NA,NA,NA,NA,Erosion only,2003–2008,Democratic erosion,Yes,NA
KOR_2019_2023,KOR,South Korea,2019,2023,2,1,0.842,0.722,Democratic erosion,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,Erosion only,NA,NA,NA,NA,NA,Erosion only,NA,NA,NA,NA
KWT_1976_1976,KWT,Kuwait,1976,1976,3,0,0.096,0.096,Autocracy deepening,No,Executive coup,Executive aggrandizement,29 August 1976,"Amid conflict between Emir Sabah Al-Salim Al-Sabah's government and an assertive National Assembly, the Emir issued a decree on 29 August 1976 suspending four constitutional articles governing press freedom and legislative dissolution, and dissolved the National Assembly outright.",1976,"The constitution and National Assembly remained suspended for roughly five years, with parliamentary life only reinstated in 1981.","The Emir unilaterally suspended core constitutional provisions and shut down the elected National Assembly in August 1976, ending Kuwait's brief parliamentary experiment for five years.",https://en.wikipedia.org/wiki/History_of_Kuwait,"""In August 1976, the Emir suspended constitutional provisions in response to assembly opposition to his policies""",Medium,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,Autocracy deepening,No,NA
KWT_1986_1986,KWT,Kuwait,1986,1986,3,0,0.088,0.088,Autocracy deepening,No,Executive coup,Executive aggrandizement,1986,"In 1986, amid strained oil revenues and friction between the ruling family and elected deputies, Emir Jaber Al-Ahmad Al-Sabah suspended Kuwait's 1962 constitution and dissolved the National Assembly, ruling by decree through the Council of Ministers.",October 1992,"The suspension provoked a pro-democracy movement; under domestic and Gulf War-era international pressure the Emir agreed in October 1990 to restore constitutional rule, with elections finally held in October 1992.","The Emir suspended the constitution and dissolved the National Assembly in 1986, ruling by decree for roughly six years until a pro-democracy movement and post-Gulf War pressure forced restoration of parliament.",https://en.wikipedia.org/wiki/History_of_Kuwait,"""In 1986, the constitution was again suspended, along with the National Assembly.""",Medium,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,Autocracy deepening,No,NA
KWT_2021_2025,KWT,Kuwait,2021,2025,3,0,0.301,0.138,Autocracy deepening,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LAO_1959_1965,LAO,Laos,1959,1965,3,0,0.293,0.165,Autocracy deepening,No,Open-ended coup,NA,December 1959,"On 25 December 1959, General Phoumi Nosavan staged a bloodless coup in Vientiane, deploying tanks and paratroopers to seize effective control of government days after PM Phoui Sananikone had dropped Phoumi and other CDNI-aligned ministers from the cabinet.",February 1965,"A cycle of coups and counter-coups followed (Kong Le 1960, Phoumi's CIA-backed counter-coup and the Battle of Vientiane December 1960); Phoumi's final coup attempt collapsed by early February 1965 when General Kouprasith Abhay crushed it and forced Phoumi into exile in Thailand.","Laos's fragile constitutional monarchy was repeatedly seized by rival military factions between 1959 and 1965, entrenching military power over civilian government.",https://en.wikipedia.org/wiki/Phoui_Sananikone; https://en.wikipedia.org/wiki/1965_Laotian_coups,"""On December 25, 1959, Phoumi Nosavan orchestrated a bloodless coup d'etat in Vientiane""; Phoumi later ""fled into exile in Thailand""",Medium,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,Autocracy deepening,No,NA
LAO_1975_1976,LAO,Laos,1975,1976,3,0,0.127,0.069,Autocracy deepening,No,Open-ended coup,Executive aggrandizement,May 1975,"Following communist victories in Saigon and Phnom Penh, the Pathet Lao pressured rightist ministers to resign through mid-1975, dismantling the fragile 1973 coalition government from within.",December 1975,"A Congress of People's Representatives convened December 1975 formally abolished the Lao monarchy, forcing King Savang Vatthana's abdication, and proclaimed the Lao People's Democratic Republic under one-party communist rule.","The Pathet Lao used mass-pressure campaigns and legislative action to dismantle Laos's coalition government and monarchy, culminating in the December 1975 proclamation of the Lao PDR.",https://en.wikipedia.org/wiki/Laotian_Civil_War,"""Establishment of the Lao People's Democratic Republic...End of the Kingdom of Laos.""",Medium,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,Autocracy deepening,No,NA
LBN_2018_2024,LBN,Lebanon,2018,2024,3,0,0.44,0.347,Autocracy deepening,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LBR_1980_1981,LBR,Liberia,1980,1981,3,0,0.123,0.091,Autocracy deepening,No,Open-ended coup,NA,"April 12, 1980","Master Sgt. Samuel Doe led indigenous soldiers storming the Executive Mansion and killing President Tolbert, capping resentment of Americo-Liberian elite rule inflamed by 1979 rice-price riots.",August 1981,Doe's People's Redemption Council publicly executed 13 Tolbert-era officials in April 1980; consolidation continued in 1981 as the regime executed alleged coup plotters within the junta itself in August 1981.,Indigenous NCOs led by Doe overthrew the Americo-Liberian-dominated Tolbert government and installed an open-ended junta that continued purging rivals via summary executions.,https://en.wikipedia.org/wiki/1980_Liberian_coup_d'etat,"Tolbert's body was ""dumped into a mass grave together with 27 other victims""",High,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,Autocracy deepening,No,NA
LBR_2003_2004,LBR,Liberia,2003,2004,3,0,0.303,0.239,Autocracy deepening,No,Other/unclear,NA,August 2003,"President Charles Taylor resigned and went into exile on 11 August 2003 under military pressure from the LURD/MODEL rebel siege of Monrovia; the Accra Comprehensive Peace Agreement was signed about a week later, installing an unelected power-sharing transitional government.",Late 2004,"The National Transitional Government of Liberia continued to rule without elections through 2004 while controlling little real territory, with UN peacekeeping/disarmament consolidating ahead of the October 2005 elections.","Liberia's 2003-2004 deepening reflects the chaotic tail end of civil war (Taylor's ouster, a peace deal, and rule by an unelected transitional government) rather than a backsliding-from-democracy dynamic.",https://en.wikipedia.org/wiki/Second_Liberian_Civil_War,"""President Taylor stepped down on August 11, 2003""",Low,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,Autocracy deepening,No,NA
LBY_2014_2025,LBY,Libya,2014,2025,3,0,0.28,0.193,Autocracy deepening,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LKA_1970_1989,LKA,Sri Lanka,1970,1989,1,1,0.64,0.435,Democratic breakdown,Yes,Executive aggrandizement,Strategic harassment,October 1977,"PM J.R. Jayewardene's Second Amendment, passed 4 October 1977, converted the presidency into a powerful executive office he assumed personally in February 1978, and the full 1978 constitution granted the president sweeping, near-dictatorial powers.",December 1989,"A 1982 referendum extended the sitting parliament's term to 1989 rather than holding an election, while an amendment barred Tamil separatist-linked TULF MPs from parliament; Black July 1983 and the 1987-1989 JVP insurrection crackdown involved mass extrajudicial killings.","Jayewardene's 1978 constitution created a powerful executive presidency; a 1982 referendum extended parliament's term without election and banned opposition MPs, while state responses to Tamil militancy and the JVP insurgency involved mass killings, moving Sri Lanka to full authoritarian breakdown by decade's end.",https://en.wikipedia.org/wiki/J._R._Jayewardene,"""granted the president sweeping -- and according to some critics, almost dictatorial -- powers.""",Medium,TRUE,NA,NA,NA,NA,NA,NA,Breakdown,NA,Democratic breakdown,Yes,NA
LKA_2004_2006,LKA,Sri Lanka,2004,2006,1,1,0.513,0.373,Democratic breakdown,Yes,Executive aggrandizement,NA,November 2005,"Mahinda Rajapaksa narrowly won the 17 November 2005 presidential election, aided by an LTTE-enforced boycott suppressing Tamil votes likely favoring his rival; Rajapaksa then allied with Sinhalese nationalist parties opposed to devolution and the peace process.",July 2006,"On 21 July 2006 the LTTE closed the Mavil Aru reservoir; the Sri Lankan military responded with an offensive, collapsing the 2002 ceasefire and returning the country to full-scale civil war, cementing war-footing centralization of power.","President Rajapaksa reversed the peace process after his contested 2005 election, allying with hardline nationalists; the LTTE's 2006 reservoir closure triggered renewed war, entrenching executive and military authority.",https://en.wikipedia.org/wiki/Mahinda_Rajapaksa,"""Following the closure by the LTTE of the Mavil Aru reservoir...the Sri Lankan military launched an offensive""",Medium,TRUE,Breakdown,2005,2005,20052006,20052006,20052007,Breakdown,NA,Democratic breakdown,Yes,NA
LSO_1969_1971,LSO,Lesotho,1969,1971,3,0,0.188,0.115,Autocracy deepening,No,Executive coup,Election-day fraud,30 January 1970,"PM Leabua Jonathan's ruling BNP lost the January 1970 election to Ntsu Mokhehle's BCP; before results were finalized, Jonathan declared a state of emergency, annulled the election, dissolved parliament, and suspended the constitution.",1971,"King Moshoeshoe II, who opposed the coup, was forced into exile for most of 1970; Jonathan then ruled by decree without an elected parliament for over a decade, until deposed in the 1986 military coup.","PM Jonathan staged a self-coup after losing the 1970 election, annulling the results and exiling the king who objected, inaugurating 16 years of unelected rule.",https://en.wikipedia.org/wiki/1970_Lesotho_coup_d'etat,"""declared a state of emergency, annulled the election, dissolved parliament and suspended the constitution""",High,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,Autocracy deepening,No,NA
LSO_1994_1995,LSO,Lesotho,1994,1995,1,1,0.469,0.314,Democratic breakdown,Yes,Open-ended coup,NA,"August 17, 1994","On August 17, 1994, King Letsie III, backed by military elements, staged a coup that suspended Parliament and installed an interim ruling council, ousting Ntsu Mokhehle's elected BCP government, demanding reinstatement of his father as head of state.","September 14, 1994","Under domestic protest and SADC mediation pressure, Letsie III reinstated Mokhehle's elected government on September 14, 1994; a negotiated settlement led Letsie III to abdicate in 1995 in favor of his father.",King Letsie III and allied officers staged a month-long coup to press for his father's reinstatement as monarch; domestic and SADC pressure forced restoration of the elected government within a month.,https://en.wikipedia.org/wiki/History_of_Lesotho,"""King Letsie III, in collaboration with some members of the military, staged a coup, suspended Parliament""",High,TRUE,NA,NA,NA,NA,NA,NA,Breakdown,NA,Democratic breakdown,Yes,NA
LSO_2015_2017,LSO,Lesotho,2015,2017,2,1,0.597,0.501,Democratic erosion,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,Erosion only,NA,NA,NA,2017,NA,Erosion only,NA,NA,NA,NA
LTU_1926_1927,LTU,Lithuania,1926,1927,1,1,0.527,0.143,Democratic breakdown,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,Breakdown,NA,NA,NA,NA
LUX_1940_1941,LUX,Luxembourg,1940,1941,1,1,0.216,0.143,Democratic breakdown,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,Breakdown,NA,NA,NA,NA
LVA_1934_1939,LVA,Latvia,1934,1939,1,1,0.329,0.136,Democratic breakdown,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,Breakdown,NA,NA,NA,NA
MDA_1998_2006,MDA,Moldova,1998,2006,1,1,0.582,0.435,Democratic breakdown,Yes,Strategic harassment,Executive aggrandizement,April 2001,"The February 2001 election gave the Party of Communists a two-thirds supermajority, and on April 4, 2001 parliament elected PCRM leader Vladimir Voronin president, concentrating both a constitutional supermajority and the presidency in one party for the first time since independence.",2006,"PCRM used its dominance of state media and administrative resources through the 2005 election cycle, entrenching one-party dominance even as Voronin pursued a pro-EU pivot after 2003.","The Communist Party's growth to an outright constitutional supermajority concentrated unprecedented power in a single party controlling both the presidency and parliament, entrenched through continued state-media dominance.",https://en.wikipedia.org/wiki/Vladimir_Voronin,"""the PCRM secured overwhelming victory: 50.07% of the vote and 71 of the 101 seats""",Medium,TRUE,Breakdown,2005,2005,2005,20012005,NA,Breakdown,NA,Democratic breakdown,Yes,NA
MDA_2013_2017,MDA,Moldova,2013,2017,2,1,0.638,0.503,Democratic erosion,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,Erosion only,NA,NA,NA,2018,NA,Erosion only,NA,NA,NA,NA
